Conjuge,Dependentes,TelefoneFixo,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,PagamentoOnline,Maior65Anos,MesesDeContrato,ContaMensal,VariasLinhasTelefonicas_Nao,VariasLinhasTelefonicas_SemServicoTelefonico,VariasLinhasTelefonicas_Sim,ServicoDeInternet_DSL,ServicoDeInternet_FibraOptica,ServicoDeInternet_Nao,TipoDeContrato_DoisAnos,TipoDeContrato_Mensalmente,TipoDeContrato_UmAno,FormaDePagamento_CartaoDeCredito,FormaDePagamento_ChequeDigital,FormaDePagamento_ChequePapel,FormaDePagamento_DebitoEmConta,Churn
1,1,1,0,0,0,0,0,1,0,0,4,80.85,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,0,0,68,25.25,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,1,1,0,0,33,91.25,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,1,0,1,0,31,72.45,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,0,0,1,60.1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,0,0,56,19.7,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0,1,0,1,78.95,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,1,1,1,1,0,1,0,66,75.1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0,0,0,72,25.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,1,34,69.15,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,1,1,0,1,1,0,1,0,1,0,58,91.55,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,2,45.15,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,1,0,0,0,37,35.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,71,113.15,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,1,19.85,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,71,19.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,35,19.9,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0,0,0,6,19.7,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,1,0,1,0,3,79.4,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,1,1,1,0,0,0,0,69,59.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,1,0,1,1,1,0,44,53.95,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,1,1,0,53,91.15,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,1,1,0,1,1,1,0,24,99.3,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,0,0,0,0,1,0,5,68.95,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0,1,0,0,0,0,0,0,2,51.55,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,1,0,62,24.4,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,0,1,0,1,1,1,0,19,96.8,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,9,70.05,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,53,19.5,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,5,78.75,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,1,0,0,1,0,0,1,71,69.2,0,0,1,1,0,0,0,0,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,19.55,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,1,0,18,80.65,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,1,0,1,1,1,0,72,103.65,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,1,0,0,0,0,0,0,4,54.7,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0,1,0,0,0,0,0,59,54.15,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,71.1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,0,0,0,1,1,1,31,84.85,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,3,20.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1,1,0,1,1,1,1,65,106.25,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1,0,1,0,0,1,1,1,1,1,0,49,99.25,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,2,19.35,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,53,20.8,1,0,0,0,0,1,0,0,1,0,0,0,1,1
1,0,1,1,0,0,0,1,1,1,0,55,94.75,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,72,114.05,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,1,36,74.9,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,10,19.8,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,1,1,1,1,1,94.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,1,1,1,0,1,0,0,72,80.85,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,0,0,28,54.65,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0,0,0,1,0,0,0,38,91.7,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,1,1,1,1,1,1,0,61,118.6,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0,0,0,52,24.55,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,67,19.45,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,1,1,1,1,1,1,1,1,0,34,116.15,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0,1,1,1,1,0,0,54,80.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,20.3,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,0,1,15,89.85,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,4,46.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,0,1,0,1,1,0,0,0,9,66.25,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,1,1,0,1,1,0,1,1,1,0,46,99.8,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,1,1,0,1,0,22,90.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,38,70.45,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1,1,1,1,1,0,1,1,0,1,0,55,75.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,19.9,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,1,0,1,0,0,0,0,1,64,80.3,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,53,19.75,1,0,0,0,0,1,1,0,0,0,0,0,1,1
1,0,1,1,0,1,1,1,1,1,0,58,84.3,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,1,1,1,1,1,0,56,54.05,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1,1,1,0,1,1,1,1,1,0,72,104.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0,0,1,0,0,1,0,1,53.95,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,1,1,1,1,72,97.25,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,22,83.05,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,1,1,0,1,1,1,1,8,105.5,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0,0,0,0,1,0,1,0,16,81.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,1,1,1,0,0,0,0,39,41.1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,12,45.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,1,0,0,1,1,1,0,54,74.55,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1,1,0,1,0,0,1,0,18,40.2,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,0,1,1,1,0,1,0,1,0,0,32,70.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,41,19.75,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,67,24.65,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0,1,0,1,1,1,0,65,104.25,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,1,0,1,0,25,78.35,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,1,69.8,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,1,1,1,1,1,0,67,109.7,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,7,73.75,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,1,0,0,0,0,1,1,43,33.45,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,1,1,1,0,24,94.6,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,1,9,54.55,0,0,1,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,69,20.2,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,37,20.3,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,0,1,0,1,1,0,0,1,0,20,39.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,7,69.15,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,1,37,76.25,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,1,1,0,5,93.9,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0,0,1,0,1,1,1,0,41,51.35,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,1,0,0,1,1,1,0,54,100.05,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,1,3,70.4,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,1,69,20.3,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,1,1,0,53,94.45,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,1,1,0,1,0,0,0,18,46.4,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,1,0,1,1,1,1,0,64,104.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,1,0,0,0,1,1,0,31,91.15,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,20,24.9,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,1,1,0,1,0,0,0,0,57,59.6,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,1,1,1,1,0,1,1,0,1,63,108.5,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,1,0,1,0,0,0,0,13,40.55,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,1,0,0,0,1,1,1,48,58.95,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,2,70.95,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,57,20.75,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,1,1,1,1,1,1,0,71,113.15,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,0,0,0,0,0,0,0,7,48.8,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,1,1,0,16,63.05,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1,0,1,0,0,1,0,1,1,0,0,34,100.85,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0,1,0,1,1,1,0,37,99.5,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,1,0,16,80.55,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1,1,1,1,1,0,0,0,1,0,48,64.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,1,1,0,1,0,1,1,1,1,0,58,75.2,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0,1,1,1,1,1,0,72,84.9,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,7,19.3,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,0,0,1,0,38,83.9,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1,0,1,1,1,1,1,1,1,0,1,48,117.45,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,1,1,0,1,1,1,0,10,104.4,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,1,1,1,1,0,0,0,30,74.65,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1,0,1,0,0,0,0,1,0,1,0,31,59.05,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,0,1,1,0,1,1,1,46,69.1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,50,20.55,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,0,0,1,0,0,0,0,28,76.55,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,1,1,1,1,1,1,1,0,66,62.5,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,8,29.4,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,0,1,0,1,1,1,0,41,94.9,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,1,1,1,1,1,1,72,111.65,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,7,19.9,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,38,20.45,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,1,0,44,106.05,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,47,113.45,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,1,0,1,1,0,1,0,53,92.55,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0,1,0,1,0,0,0,4,65.6,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,1,0,1,1,20,84.35,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,2,44.65,1,0,0,1,0,0,0,1,0,0,0,1,0,1
1,0,1,0,1,1,0,1,0,1,1,57,71.1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,1,0,1,0,0,1,1,44,85.15,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,0,0,1,0,24,49.7,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,0,0,0,0,0,1,0,15,30.2,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,25.25,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1,1,0,1,1,0,0,0,0,0,4,84.05,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1,0,1,0,0,0,0,1,0,1,1,37,85.7,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,1,0,1,74.7,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,0,0,1,0,0,0,0,24,56.35,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,1,0,0,1,0,1,0,5,90.8,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,1,0,1,1,0,0,33,107.55,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,0,0,0,0,0,1,0,58,19.85,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,1,1,0,0,1,0,1,0,72,95.9,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,71,23.85,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,1,1,0,1,1,1,1,28,106.15,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,1,1,1,1,1,1,0,51,83.85,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,0,0,30,85.35,1,0,0,1,0,0,0,0,1,0,0,0,1,1
1,0,1,1,1,0,1,0,0,1,1,72,84.8,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1,1,36,90.85,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,1,1,1,1,1,1,0,1,0,0,14,76.1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,1,1,1,0,1,1,0,0,0,72,74.55,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,0,1,0,0,0,22,39.2,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,2,79.55,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,15,19.6,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,51,19.55,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,0,0,1,0,1,1,0,0,1,0,70,39.15,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,71,20.1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1,1,1,0,0,0,1,1,1,1,0,39,99.95,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,61,59.8,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1,0,52,49.75,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,1,0,1,35.75,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,1,0,1,1,1,1,1,0,64,108.5,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,1,1,1,0,0,1,0,62,60.15,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,30,19.05,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,1,4,46.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,1,1,1,1,1,1,1,1,63,84.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,1,44.55,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,0,0,1,1,1,1,1,0,15,103.45,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,0,0,0,0,1,0,27,80.65,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0,1,0,1,1,1,0,1,1,1,0,4,57.2,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,0,1,1,1,0,72,110.75,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,1,45,24.7,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,1,1,0,1,1,0,1,1,45,97.05,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,1,0,1,0,36,76.35,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,1,0,1,0,1,0,1,0,17,89.4,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,18.9,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,1,16,74.45,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,3,19.8,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1,1,1,0,0,0,0,0,0,1,0,4,50.9,0,0,1,1,0,0,0,1,0,0,1,0,0,1
1,0,1,1,1,1,1,1,1,1,0,71,84.4,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,10,24.4,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,20,20.05,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,1,0,4,81.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,1,1,1,0,26,98.35,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,0,0,4,55.5,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0,1,1,1,0,5,51.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,1,0,4,91.65,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,1,1,1,29,84.3,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,0,0,1,1,0,0,2,100.2,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,29,19.4,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,1,1,0,0,0,0,1,1,1,0,1,90.85,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,69.4,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,0,1,0,1,1,1,1,8,94.45,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,13,20.4,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0,1,1,1,0,0,1,0,1,0,59,94.75,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,0,0,0,0,0,1,0,1,20.15,1,0,0,0,0,1,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,1,1,1,1,50,95.7,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,0,18,44.35,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,1,1,0,0,1,1,0,0,17,74.55,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,0,1,1,0,1,1,0,0,47,73.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,26,74.95,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,0,0,0,1,0,1,1,1,0,6,47.95,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,19,50.1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,0,0,1,1,0,1,0,3,63.6,0,0,1,1,0,0,0,1,0,0,1,0,0,1
1,1,0,0,1,1,0,1,1,1,1,68,53.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,2,19.85,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,7,24.35,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,18,19.55,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,71,25.05,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,0,1,1,1,0,0,0,1,0,1,13,93.8,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,1,0,0,1,0,3,36.85,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1,0,1,0,1,1,0,1,1,1,0,72,103.75,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,0,0,1,1,0,1,1,1,0,66,56.75,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,24,20.8,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,44.1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,1,1,0,0,0,0,0,0,1,0,56,24.45,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,1,22,25.6,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0,1,0,1,1,1,0,14,50.75,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,1,1,0,1,1,1,1,61,104.4,0,0,1,0,1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,1,0,1,1,40,39.3,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,1,1,1,0,0,0,0,0,42,59.65,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,1,0,1,1,1,1,1,0,72,83.3,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,1,0,0,1,0,12,79.55,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,71,24.45,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,26,19.2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,0,0,0,0,7,29.8,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,6,45.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,1,0,58,106.45,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1,0,0,0,1,0,0,0,0,1,0,51,30.05,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,1,0,1,1,1,1,1,1,1,0,72,65.65,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,1,1,1,0,18,96.05,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,7,75.1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,1,1,1,0,1,0,1,0,0,47,74.05,0,0,1,1,0,0,1,0,0,0,0,1,0,0
